1	5	5	10	10	10	10	10	8	9	10	9	10	9	10	10	10	10	10	10	10	9	10	10	9	9	9	9	10	7	9	10	10	9	9	10	9	10	9	9	10	9	8	10	10	9	10	10	10	10	8	10	10	10	10	10	10	9	8	10	10	10	10	9	10	10	10	9	10	10	10	10	10	8	10	10	9	10	10	8	10	10	10	10	9	9	10	10	10	10	10	8	9	10	8	10	10	10	9	10	10	10	9	9	10	10	9	10	9	9	10	10	10	9	9	9	8	10	10	10	8	10	10	9	10	10	10	9	10	10	10	10	10	9	10	9	10	10	9	9
2	6	8	9	9	10	9	10	9	8	10	10	9	10	9	10	9	10	10	10	8	10	10	10	9	10	9	10	9	10	9	9	9	10	10	9	10	9	9	10	10	9	10	9	8	10	9	9	10	9	10	9	10	10	10	10	9	10	10	9	9	9	10	10	10	9	9	10	9	10	10	10	9	9	10	9	9	10	9	10	10	10	10	9	8	9	9	10	10	10	8	10	10	10	9	9	10	10	10	10	9	10	10	9	10	10	9	9	10	10	9	10	10	10	10	8	10	9	10	10	10	9	9	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10
3	3	9	9	10	10	10	8	10	10	9	10	10	8	9	10	9	9	9	10	10	8	10	10	9	9	9	9	9	9	10	10	10	9	9	9	9	9	9	10	10	9	10	10	9	10	10	8	10	10	10	10	8	10	10	10	9	10	9	9	10	10	10	9	10	8	9	9	10	9	9	10	9	10	10	10	10	9	10	9	10	9	10	8	10	9	10	10	8	10	10	9	10	10	10	10	10	9	9	10	9	10	9	10	10	10	10	10	9	10	9	10	10	9	8	10	10	10	10	10	9	10	9	9	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	9
2	6	8	8	9	8	9	9	8	10	8	10	10	10	10	10	9	10	9	9	9	10	10	10	10	10	9	8	10	9	10	10	10	9	10	10	9	10	10	8	10	9	8	10	9	10	10	10	10	10	9	10	9	9	10	10	10	10	10	8	10	9	10	10	10	9	10	10	7	10	9	10	10	9	10	9	10	10	10	9	10	10	10	9	9	10	10	10	10	10	10	9	9	10	10	10	10	10	10	9	10	9	10	10	9	10	10	10	10	10	9	9	10	10	10	10	10	9	10	10	10	10	9	9	10	8	10	10	10	9	10	10	10	10	10	10	10	8	9	10
2	7	8	9	9	10	9	10	10	9	10	10	9	10	8	10	10	10	10	10	9	10	10	10	9	10	10	9	10	10	9	10	9	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	8	9	10	10	9	10	8	10	10	9	10	9	10	10	9	10	9	10	9	10	9	10	10	8	9	10	10	10	10	9	9	10	9	10	9	9	9	10	9	10	8	10	10	8	9	10	10	9	10	9	10	10	10	10	9	10	10	9	8	10	9	9	8	9	10	10	10	10	10	10	10	10	9	10	8	10	9	10	10	9	9	10	10	9	9	10	10	9	9	8	10	10
1	7	7	9	8	9	10	10	9	10	9	10	10	10	9	10	9	10	10	9	10	9	10	10	10	10	10	9	10	9	10	10	10	10	10	10	9	10	10	10	9	10	9	10	9	10	9	10	10	10	10	9	10	8	10	10	10	10	10	10	10	9	9	9	10	9	10	10	9	9	10	9	9	10	10	10	9	10	10	10	9	10	10	10	10	9	10	10	9	9	10	9	10	10	10	9	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	9	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	9	9	10	10	10	9	10	10	10	9
1	5	10	9	8	9	10	9	10	10	10	10	10	9	10	10	10	9	9	9	10	9	10	8	10	9	10	9	10	10	10	9	10	9	10	10	10	10	10	10	10	9	9	10	10	9	8	9	8	10	10	10	10	8	9	10	10	9	10	10	10	10	10	10	10	10	10	9	8	10	10	10	9	9	9	9	10	10	9	9	10	9	10	10	9	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	9	10	10	10	10	9	10	10
3	5	9	10	9	8	10	9	10	10	9	10	10	10	9	7	10	10	10	10	10	9	8	10	9	9	10	10	10	10	9	10	10	10	10	9	10	10	9	10	10	10	9	10	9	10	10	8	10	9	10	9	9	9	10	10	9	9	9	10	10	10	10	10	9	10	8	10	8	9	10	9	10	9	10	10	10	10	10	10	10	8	10	10	9	9	7	10	10	10	9	9	10	10	9	10	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10
1	7	9	10	10	10	5	10	10	10	10	10	9	9	10	10	9	9	10	9	9	10	10	9	10	9	10	9	9	10	9	9	9	10	9	10	10	9	10	10	10	10	10	10	9	9	10	10	10	9	10	9	9	10	9	10	10	9	10	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	8	10	8	10	8	10	9	9	10	9	10	10	9	9	10	10	10	10	10	9	10	10	10	9	9	10	6	10	10	10	10	9	8	9	10	10	10	10	10	10	10	10	9	10	9	10	10	8	10	9	10	9	9	8	9	10	10
1	7	6	9	10	9	10	7	10	10	10	10	9	9	7	10	10	10	10	10	10	9	8	10	10	10	10	9	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	9	10	8	9	10	10	10	10	10	10	9	10	10	9	9	10	10	10	9	9	10	10	10	10	10	9	10	10	9	9	10	10	9	10	10	10	10	9	10	9	8	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	9	9	10	10	10	10	10	10	9	10	10	9	10	10	9	10	10	10	10	9	8	9	9	10	10	10	10	10	9	10	10	10	10	10	8	9	10	10	10	10	10
2	8	9	10	9	9	10	10	9	10	9	9	10	10	9	9	10	10	10	7	10	9	9	9	10	10	10	10	9	10	10	10	9	10	9	10	9	10	10	9	10	9	10	10	10	9	10	10	8	9	9	10	10	9	9	9	10	9	10	10	9	10	9	10	10	9	10	10	8	10	10	10	10	9	9	10	10	10	8	10	8	10	9	10	10	10	10	9	10	10	9	10	9	10	10	10	10	10	10	10	10	9	10	10	7	10	10	10	10	10	9	10	10	9	10	10	10	10	8	9	10	10	9	10	10	9	9	10	10	10	9	9	10	10	9	10	10	10	10	10
2	6	4	7	9	9	10	10	10	10	9	10	10	9	8	9	10	10	10	10	10	9	8	10	10	10	10	10	10	9	9	10	10	9	10	10	10	10	10	9	10	9	10	10	10	10	10	9	10	10	10	9	9	10	9	9	9	10	9	8	10	10	9	9	10	10	10	10	10	10	9	10	10	9	10	9	9	10	10	10	10	10	10	10	10	9	10	9	8	10	10	10	10	10	9	9	9	9	10	10	9	10	9	9	9	10	9	10	10	10	10	9	9	8	10	10	10	8	10	10	10	10	9	10	9	9	10	10	9	10	10	9	9	10	10	9	9	10	10	10
1	5	9	8	7	7	10	9	9	10	10	8	9	10	9	10	10	10	10	10	9	10	9	10	10	10	9	10	10	10	10	9	10	9	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	9	9	8	9	10	9	10	10	8	10	9	10	10	10	10	9	10	10	10	9	8	9	9	10	9	10	10	9	9	10	10	9	10	9	10	9	9	8	10	10	7	9	9	10	10	10	9	9	10	9	10	10	7	10	8	10	10	10	10	9	9	10	10	9	10	9	10	9	10	8	10	9	9	9	10	10	10	9	10	10	8	10	10	10	9	10	10	10	10	10
2	5	10	8	9	8	9	10	10	10	10	9	9	9	10	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	8	10	10	10	10	10	10	10	10	9	10	8	10	9	10	10	8	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	10	9	10	9	10	10	10	8	9	10	10	10	10	10	10	10	10	9	10	10	9	10	9	10	10	9	8	9	9	10	10	10	8	10	9	10	10	10	9	10	10	10	10	10	9	10	10	10	8	10	10	10	10	10	10	10	10	10	10	10	9	9
3	5	9	9	9	8	10	10	9	9	9	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	8	10	10	9	10	10	9	10	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	9	10	10	8	10	10	10	10	9	10	10	9	10	9	9	7	9	10	10	9	10	10	9	10	10	10	10	9	10	10	9	9	10	10	10	10	10	10	10	10	9	9	8	10	9	10	10	9	10	9	9	9	9	9	10	9	9	10	10	9	10	7	9	9	9	9	9	10	10	10	9
2	4	9	9	9	9	7	10	8	8	9	10	9	10	10	10	10	10	10	10	9	9	8	9	10	9	10	9	10	10	10	10	9	10	10	9	9	10	10	10	10	10	10	10	10	9	10	9	8	10	10	10	9	9	9	10	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	9	10	10	9	10	10	9	10	10	10	9	10	9	10	10	9	10	10	9	10	10	10	10	10	9	9	10	10	9	10	9	9	10	10	10	10	10	10	10	10	10	10	10	9	8	10	9	10	10	10	9	10	9	10	9	10	10	10	9	9	10	9	10	10	9	10	10	9	8
