3	6	9	8	8	10	9	10	10	9	10	9	8	9	10	8	10	10	10	9	10	9	10	9	10	10	9	10	9	10	10	10	10	9	10	10	10	10	9	10	9	9	9	9	9	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	9	10	9	10	10	10	10	9	10	10	10	9	8	10	9	10	10	9	9	10	8	10	9	8	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10	10	8	10	10	10	9	10	10	10	10	10	10	10	10	7	9	8	9	10	10	10	10	10	9	10	9	9	8	9	10	10	10	10	10	10	9	9	9	10
2	6	7	9	7	8	9	10	9	9	8	8	10	10	9	10	9	10	10	10	10	10	10	10	9	10	9	9	10	9	10	8	10	9	9	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	9	9	10	9	10	9	9	8	10	9	9	9	10	10	10	10	10	9	10	10	9	9	10	10	10	10	9	10	10	10	10	9	9	9	9	10	10	10	10	10	10	9	8	10	9	10	9	9	10	10	10	9	9	9	10	10	9	9	10	8	10	10	9	10	10	10	9	9	9	9	10	10	10	10	10	10	10	10	9	10	10	10	9	10	9	9	9
2	6	4	10	8	10	10	9	8	10	9	9	9	9	10	10	9	10	10	9	10	10	9	10	10	10	10	10	9	10	10	10	10	9	9	10	10	10	9	9	10	7	10	10	9	10	9	10	10	10	10	9	10	10	10	10	10	10	10	8	10	10	10	10	9	10	10	10	10	9	10	10	10	10	9	10	10	9	10	10	10	10	10	9	10	9	10	10	10	10	9	10	10	10	9	9	10	9	10	10	9	10	10	10	9	10	10	10	10	10	9	8	7	10	10	10	9	10	10	10	10	8	10	9	8	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10
2	5	9	10	9	9	9	10	8	10	10	10	10	10	8	10	10	10	9	10	9	10	10	9	9	9	10	9	10	10	10	10	10	9	10	10	10	10	9	10	10	10	10	10	9	10	10	9	10	10	10	10	8	9	10	9	8	10	10	10	9	9	9	10	10	10	9	10	9	8	10	9	10	10	10	9	9	10	10	10	9	10	9	9	10	9	10	9	9	10	10	10	10	10	10	10	9	10	10	10	9	10	9	10	10	10	9	10	10	10	9	9	10	9	10	10	9	9	9	10	10	10	10	8	9	10	8	9	9	10	10	9	10	10	9	9	10	10	9	9
3	6	9	8	10	7	8	10	10	10	10	8	9	10	9	10	10	10	10	9	10	10	10	10	10	9	9	9	10	9	9	10	10	10	10	10	10	9	10	9	10	9	10	9	10	10	9	9	10	9	10	10	10	10	9	10	9	9	10	9	10	9	9	10	10	10	10	10	10	9	9	10	10	10	9	9	9	10	9	10	10	10	10	10	10	9	8	10	10	10	8	9	10	10	10	9	10	10	10	10	10	9	10	9	9	9	10	10	10	10	8	9	9	10	10	10	8	10	9	9	10	10	10	8	9	9	9	9	10	9	10	10	9	10	10	9	10	9	10	10
1	4	8	10	9	9	9	9	10	9	9	9	8	9	9	9	10	10	10	9	9	10	10	8	10	10	9	9	9	10	10	10	10	10	10	10	10	9	8	10	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	8	10	10	9	8	10	9	10	10	9	10	9	10	10	9	10	10	10	10	9	9	10	10	10	9	10	9	10	9	10	10	10	10	9	10	10	10	9	10	10	10	10	10	10	9	9	9	9	10	10	10	10	10	8	9	10	10	9	9	10	10	9	10	9	10	9	10	10	9	9	10	10	9	10	8	10	9	9	10	10	10	9	9	10
2	4	10	8	8	8	10	10	10	10	10	10	10	10	7	10	9	10	8	9	10	9	10	9	9	9	10	9	10	10	9	10	10	10	10	10	10	10	10	10	9	10	9	9	9	9	10	10	7	10	10	10	10	9	10	10	10	10	9	10	9	9	9	9	7	10	10	9	10	10	10	10	10	10	9	10	9	10	10	9	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	9	10	10	10	10	8	9	10	10	9	9	10	10	10	9	10	10	9	9	9	9	8	10	10	10	10	9	10	9	10	10	8	10	10	10	10	9	9	10	10	10	9	9	9
3	6	3	6	10	7	9	9	10	7	10	9	10	10	10	10	10	10	9	10	10	9	10	10	9	10	10	10	10	10	9	9	8	10	10	10	10	9	9	9	9	10	9	10	10	9	10	10	10	10	9	10	10	9	10	10	10	10	10	10	9	10	10	9	9	10	10	8	9	10	10	9	10	10	9	9	10	9	10	10	9	10	10	9	10	10	10	10	9	10	10	10	10	10	9	9	10	10	10	10	9	9	10	10	9	8	10	10	10	9	9	10	9	9	10	10	10	10	9	10	9	10	10	9	8	10	10	9	10	10	9	8	10	10	10	9	10	9	10	10
2	5	10	10	10	8	8	10	10	10	10	7	9	10	10	10	9	10	10	9	10	10	9	10	10	10	10	10	10	10	9	8	10	10	10	9	10	9	10	10	9	8	10	9	9	10	10	10	9	9	9	8	10	10	10	10	10	10	9	9	9	9	10	10	9	10	10	10	10	10	10	10	9	9	10	10	9	9	9	9	10	9	9	10	10	9	10	10	10	10	10	9	9	9	10	10	10	10	10	10	8	10	9	9	10	10	10	9	10	10	8	10	10	10	9	9	9	10	10	9	9	9	10	10	10	10	10	8	10	9	10	10	10	10	9	10	10	9	10	9
1	4	10	8	9	10	9	10	9	9	10	9	10	9	9	10	10	10	10	9	9	10	10	10	10	10	10	9	10	8	10	8	10	8	8	9	10	9	10	10	9	10	10	10	10	8	9	9	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	8	10	10	10	9	10	10	9	9	9	10	10	10	9	9	9	8	10	9	10	10	10	10	9	10	9	10	9	9	9	9	9	10	10	10	10	10	9	10	8	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	8	10	10	9	9	10	10	10	9	7	10	9	10	10	10	10	10	9
3	7	7	10	9	10	9	10	9	10	10	9	9	10	10	10	9	10	10	10	10	9	9	6	10	10	10	10	10	10	8	9	10	10	10	9	10	10	10	10	9	9	9	9	10	9	9	10	9	10	10	10	10	9	8	9	9	10	10	10	9	10	10	8	9	10	9	9	10	10	9	10	10	10	10	10	10	10	10	9	10	9	8	10	10	10	10	10	10	10	10	10	10	9	8	10	10	10	9	10	9	10	9	8	10	10	10	10	10	10	9	9	10	9	10	10	9	10	9	10	8	9	8	9	10	10	9	10	10	10	9	10	10	9	10	9	10	9	10	10
2	7	9	9	10	10	10	10	9	10	8	10	9	10	9	9	10	10	9	10	10	9	9	9	10	10	10	10	9	10	10	10	9	9	9	10	10	10	10	10	10	10	10	10	10	9	10	9	9	10	10	10	10	10	10	10	10	10	10	10	9	10	10	8	10	10	8	10	10	10	9	10	9	9	10	10	10	10	10	8	9	10	9	10	8	10	9	10	10	10	10	9	9	10	10	9	10	10	10	10	10	10	9	10	10	9	9	10	10	10	10	9	10	9	10	9	10	10	10	10	9	9	9	10	9	10	10	9	8	10	9	10	9	10	10	10	10	10	10	9
3	4	7	10	10	10	9	10	8	10	9	10	9	10	10	10	10	10	9	10	9	9	10	9	10	10	10	9	9	10	10	10	8	10	10	9	9	10	10	10	10	9	10	9	9	9	10	10	10	10	10	8	10	10	9	10	9	10	10	10	10	10	10	9	10	9	10	9	10	10	10	10	10	10	9	10	9	10	10	9	9	9	9	10	9	9	9	10	9	10	10	9	10	10	10	10	9	8	10	10	10	10	10	9	7	10	10	10	10	10	9	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	9	10	10	10	10	9	9	10	10	10	10	10	8	10
2	7	10	10	10	10	10	10	10	10	10	9	10	9	10	10	10	10	9	9	10	9	10	9	9	10	9	10	10	10	9	10	10	10	9	9	10	10	10	10	10	9	9	9	10	8	10	10	8	10	9	10	10	10	9	9	10	9	10	10	10	9	10	10	10	10	9	10	10	9	9	10	10	10	9	10	10	10	10	10	9	8	10	9	9	9	10	10	9	10	10	9	10	10	10	9	9	8	8	10	9	9	10	9	10	9	8	10	8	9	10	9	10	10	10	10	9	10	10	8	10	8	10	9	8	10	10	10	10	10	10	10	9	8	9	9	9	10	10	9
2	4	10	8	9	9	9	9	10	9	8	10	10	10	10	10	10	10	6	10	8	10	10	9	10	10	9	9	10	10	10	10	10	10	9	10	10	10	10	9	10	10	10	8	10	9	8	10	9	10	10	8	10	9	9	10	9	10	10	10	10	10	9	9	10	10	9	10	10	10	10	10	10	10	8	6	10	10	10	10	10	10	10	10	9	9	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	9	10	10	10	9	10	10	10	9	10	10	10	10	8	10	9	9	9	9	10	8	10	10	10	10	10	10	9	10	10	8	9	10	10	10	8	9	9	10
2	7	7	9	9	10	10	9	10	9	9	10	9	10	10	10	10	8	10	10	10	10	10	9	9	9	9	9	10	10	10	10	9	9	10	10	10	9	10	10	10	10	8	10	7	10	8	10	10	9	9	9	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	9	10	9	10	9	10	10	9	10	10	9	10	10	9	10	10	8	10	10	8	10	9	10	10	9	10	8	5	10	9	9	10	9	10	10	9	10	10	10	10	8	10	7	10	10	9	10	10	10	10	8	9	10	10	10	10	9	10	9	10	9	9	10	10	10	9	10	10	10	10	10	9	9
0	5	10	9	9	8	10	10	10	8	9	10	9	9	10	10	10	10	9	9	10	10	10	10	10	10	10	9	10	10	10	9	10	10	9	9	9	9	10	10	10	10	10	8	10	10	10	10	10	10	10	9	9	7	10	10	10	10	10	9	9	9	8	10	10	8	10	10	10	9	9	10	9	9	10	9	10	10	10	10	9	10	10	9	10	10	9	10	8	10	10	9	10	10	10	10	9	8	10	10	10	9	10	9	9	10	10	10	10	10	10	10	10	8	9	10	10	9	9	8	10	10	9	10	10	10	10	10	10	9	9	10	10	10	8	10	10	10	10	10
3	6	10	9	9	7	10	10	10	10	10	10	9	10	8	10	10	10	10	10	9	10	7	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	9	10	9	10	10	9	8	9	10	10	10	10	10	9	9	9	10	10	10	8	10	10	9	10	8	9	10	9	10	10	10	10	10	10	10	10	10	10	9	10	10	8	10	10	9	10	9	10	10	8	9	10	10	8	9	9	10	9	8	9	9	10	10	10	8	10	10	10	8	9	10	10	10	10	10	10	10	10	9	9	9	10	10	8	9	10	9	9	10	9	10	10	10	10	9	9	10	10	10	10	10	10
0	3	9	8	10	8	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	9	10	10	10	10	10	10	9	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	9	9	9	10	10	10	9	10	8	9	9	9	10	9	10	9	10	10	10	10	9	10	10	9	9	10	8	9	10	9	10	9	10	10	10	8	10	9	10	10	9	10	10	9	9	9	10	9	10	10	10	10	9	10	9	10	9	10	9	10	10	8	10	10	10	9	10	9	10	10	10	9	9	9	10	10	10	10	10	10	10	9	10	10	10
3	6	10	8	8	9	10	10	10	10	10	9	10	10	10	9	9	9	9	9	8	10	9	10	10	10	10	10	9	8	10	8	10	9	10	10	10	10	10	9	9	10	9	9	10	10	9	10	10	10	9	9	9	10	10	10	10	9	9	10	9	10	10	10	10	10	10	8	9	10	10	10	10	10	9	9	10	9	10	10	10	10	10	10	9	10	10	9	10	9	9	10	10	9	10	10	10	9	9	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	9	10	9	10	9	10	9	10	10	8	9	10	9	10	8	10	9	9	10	10	10
0	4	10	7	9	10	7	7	10	10	10	10	8	10	10	8	9	10	10	10	10	10	9	10	9	8	10	10	9	10	9	10	10	9	10	9	10	10	9	10	10	10	10	9	10	9	10	9	10	10	10	9	9	10	9	9	10	8	10	10	10	10	10	10	9	10	10	9	9	9	10	10	10	9	9	10	10	10	10	9	9	10	10	8	9	9	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	9	10	10	10	9	10	10	10	10	9	8	9	10	10	8	10	10	9	8	10	10	9	10	9	10	9	8	8	10	9	10	10	10	10	10	9	9	10	10
2	7	9	7	9	8	9	9	10	10	8	9	10	8	10	10	10	10	8	9	10	9	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	9	9	10	10	10	10	10	10	7	10	10	9	9	9	9	10	10	10	10	9	10	10	9	10	10	10	10	8	10	10	9	10	10	10	10	9	10	10	10	10	10	10	10	10	9	10	9	9	10	9	10	10	10	9	8	10	10	10	10	9	10	10	10	9	10	9	9	9	10	10	9	9	9	10	10	8	9	10	10	10	9	10	10	10	9	10	9	10	9	10	10	10	8	10	10	9
2	6	10	7	10	9	9	7	7	10	9	10	9	10	9	9	9	10	10	10	9	10	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	8	9	9	9	10	9	10	9	10	10	10	10	10	10	9	10	10	10	10	10	10	9	9	10	10	10	10	10	10	8	10	10	9	9	10	9	10	10	10	10	9	9	10	9	10	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	9	10	9	10	9	9	10	9	10	9	10	10	10	10	10	9	9	10	10	10	8	9	9	10	10	10	10	9	9	10	10	10
2	9	10	10	7	9	9	7	6	10	10	10	9	10	10	9	10	9	10	10	9	10	9	10	10	9	10	9	10	9	10	10	10	10	10	10	10	10	10	9	10	10	10	9	10	10	9	9	10	8	10	8	10	9	10	9	10	8	10	9	10	9	10	10	9	10	9	9	9	10	7	8	10	9	10	10	9	10	10	8	9	9	10	9	10	8	9	10	9	10	10	10	10	9	8	8	9	10	10	9	10	10	10	10	10	9	9	10	10	10	10	8	9	10	9	9	10	9	10	10	10	10	10	10	9	10	10	9	10	10	9	10	10	10	9	10	10	10	10	10
2	7	8	9	10	10	9	9	8	9	9	10	10	10	9	9	10	10	10	10	10	7	9	9	8	9	9	10	10	10	10	10	9	9	10	9	10	10	10	8	10	10	10	10	9	9	9	10	10	10	9	10	10	10	10	10	10	10	9	10	9	10	10	10	10	10	10	10	9	9	10	10	10	9	9	10	10	10	8	10	10	9	9	10	8	10	10	10	9	9	9	9	9	9	10	10	10	10	10	10	10	9	10	10	10	10	10	10	10	9	10	10	10	10	10	9	10	10	9	9	10	8	9	10	10	10	9	10	10	10	10	9	9	10	10	10	10	10	10	10
2	4	9	7	7	9	10	10	8	9	10	9	9	10	10	10	10	9	9	10	10	9	9	10	10	10	10	10	9	10	9	10	9	9	10	8	8	10	10	9	9	8	9	10	10	9	10	9	10	10	9	10	10	8	10	10	10	9	10	10	10	10	10	10	9	10	10	9	10	10	10	8	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	9	10	9	10	9	8	10	10	10	10	10	10	10	9	10	10	10	10	9	10	9	10	10	10	9	10	9	10	9	7	9	7	10	10	10	10	9	10	10	10	9	10	10	9	10	10	8	10	9	9	10	10	10
3	7	9	8	9	10	10	10	10	9	10	10	9	10	10	8	10	10	10	10	10	9	10	9	10	10	10	10	9	9	8	9	9	10	10	10	9	10	10	9	8	9	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	10	9	9	10	10	9	10	10	10	10	10	9	10	10	10	10	8	8	9	10	10	8	10	9	9	9	10	10	8	10	10	10	10	8	10	10	10	9	10	10	10	10	10	8	10	10	10	9	10	10	9	10	10	10	10	10	10	8	10	10	10	9	10	9	9	10	9	10	9	9	10	8	10	10	10	10	10	10	10	10	8	9	10
2	7	10	8	6	10	10	6	10	10	10	10	9	9	10	10	10	10	9	10	10	10	9	10	10	9	9	10	8	10	9	10	9	10	9	10	10	8	9	10	8	10	10	10	10	10	10	10	10	9	10	9	8	10	10	9	10	10	8	10	10	9	10	10	9	10	10	9	9	10	10	10	10	10	9	10	10	8	10	9	9	10	9	10	9	9	9	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	8	10	9	10	10	10	8	9	8	9	10	10	10	10	8	9	10	9	10	9	10	10	10	10	10	9	10	10	9	10	10	10	10	10	10	10	10
1	6	10	10	9	10	8	10	10	10	10	10	8	10	9	10	10	10	10	10	9	10	7	10	10	10	9	10	10	10	9	10	9	10	8	9	9	10	9	9	10	10	10	10	10	10	10	10	10	10	9	9	10	10	8	10	10	10	10	10	10	10	10	10	9	9	10	9	10	10	10	10	10	10	10	9	9	10	10	10	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	9	10	9	9	10	9	10	10	8	10	10	9	10	10	10	10	10	10	10	9	8	10	8	10	8	10	10	9	10	10	10	10	10	9	10	9	10	10	10	10	8	7	10	9	10
1	6	9	10	8	9	8	9	9	9	10	9	10	10	8	10	10	8	10	8	10	9	10	10	9	9	10	9	10	10	10	10	10	10	10	9	10	10	10	9	10	9	9	10	10	10	10	10	8	9	9	9	9	10	10	10	9	10	9	9	9	10	10	9	10	9	10	10	9	10	9	9	10	8	10	7	10	9	10	10	10	10	9	9	10	9	10	9	9	9	10	10	9	10	10	10	9	10	9	10	9	10	10	10	8	10	8	10	10	10	9	10	10	10	9	9	10	10	10	9	10	10	10	9	10	10	10	8	10	10	10	10	9	8	10	10	10	10	9	9
1	5	10	8	7	6	8	10	9	9	10	10	8	10	10	9	10	9	9	9	10	10	9	10	10	10	10	9	7	9	10	10	9	10	10	10	9	10	10	9	10	9	8	9	9	10	10	9	10	10	10	10	10	10	9	10	10	10	9	10	10	10	10	10	9	8	10	10	8	10	9	10	9	10	10	10	10	10	9	10	10	10	10	10	10	10	10	8	10	10	10	10	8	10	9	10	10	10	10	10	10	10	9	9	10	9	8	10	10	9	9	10	10	10	10	10	10	9	9	7	10	10	10	10	9	10	10	10	10	10	10	8	10	10	10	9	9	10	10	10
2	6	7	8	9	10	10	10	9	10	9	10	10	10	8	10	10	9	8	9	9	9	10	10	10	10	9	10	9	10	10	9	10	9	9	10	9	9	9	9	10	9	8	10	10	7	10	10	10	10	10	9	9	9	10	10	10	10	9	10	10	10	9	10	10	9	10	10	10	10	9	10	10	10	10	9	10	10	10	10	9	10	10	10	9	9	9	9	9	10	10	10	10	9	10	10	8	10	10	9	9	10	10	10	10	9	9	10	9	10	10	10	9	10	10	10	9	10	10	10	9	10	10	10	9	10	10	10	9	10	10	9	7	10	10	9	10	10	10	9
2	5	10	6	8	10	9	9	10	8	10	10	10	10	10	9	10	9	9	10	10	10	9	7	10	10	10	10	9	10	10	8	10	9	10	8	9	10	10	10	10	10	10	10	10	9	9	10	7	9	10	8	10	10	9	10	9	10	10	10	9	9	10	10	10	8	9	10	9	9	9	7	9	10	10	10	9	10	9	9	10	9	10	10	10	8	10	10	10	10	10	9	9	9	9	10	9	10	9	10	9	10	10	10	9	10	10	10	10	10	9	9	9	10	10	10	10	10	10	10	8	10	10	9	10	10	10	10	10	10	10	9	9	9	10	10	9	10	9	9
2	4	8	10	10	10	9	9	10	10	10	9	9	10	9	9	10	9	10	9	10	10	10	10	9	9	10	9	9	10	10	10	10	10	10	10	8	10	9	8	10	8	10	10	9	10	10	10	10	10	8	9	9	10	10	10	10	10	10	9	9	10	10	10	10	9	9	10	10	7	10	10	10	10	10	10	10	9	9	10	9	9	9	9	10	10	9	9	9	9	10	9	9	9	10	10	10	10	9	9	10	9	10	8	10	10	10	10	9	10	10	9	10	10	10	9	10	10	9	9	10	9	9	10	9	9	10	10	10	9	10	9	9	9	9	8	10	10	10	10
